医師コード,氏名,KOL,論文執筆数,年齢,性別,専門医かどうか,施設タイプ,該当施設におけるA社全製品の売上: 直近1年間,MR訪問回数: 直近3ヶ月,MR電話回数: 直近3ヶ月,MRビデオ会議回数: 直近3ヶ月,webセミナー channelA 参加回数: 直近3ヶ月,webセミナー channelB 参加回数: 直近3ヶ月,webセミナー channelC 参加回数: 直近3ヶ月,製品説明会への参加,eDTL channelA アクセス数: 直近3ヶ月,eDTL channelB アクセス数: 直近3ヶ月,eDTL channelC アクセス数: 直近3ヶ月,eDTL channelC 開封数: 直近3ヶ月,自社医療関係者向けサイト 資料ダウンロード: 直近3ヶ月,自社医療関係者向けサイト メルマガクリック数: 直近3ヶ月,営業エリアでの過去の導入施設数: 直近1ヶ月,処方したかどうか
165,鈴木 花子,0.0,0.0,40,男,専門医ではない,GP&HP,1200,4.0,6.0,16.0,0.0,1.0,0.0,0.0,2,0,0,6.0,no,1,1,0
166,田中 花子,0.0,0.0,34,男,専門医ではない,GP&HP,1300,5.0,4.0,21.0,0.0,1.0,0.0,0.0,0,1,0,9.0,no,4,4,0
167,鈴木 美咲,0.0,1.0,68,男,専門医ではない,GP,1700,7.0,2.0,31.0,0.0,1.0,2.0,0.0,1,1,0,8.0,yes,1,3,1
168,山本 美咲,0.0,0.0,49,男,専門医ではない,GP,1500,2.0,7.0,11.0,0.0,1.0,1.0,0.0,5,1,1,4.0,yes,3,1,0
169,高橋 健太,0.0,1.0,64,男,専門医ではない,HP,1400,12.0,3.0,39.0,0.0,1.0,0.0,0.0,1,0,0,9.0,no,2,1,0
170,高橋 健太,0.0,1.0,39,男,専門医ではない,GP,2000,4.0,4.0,4.0,0.0,1.0,0.0,0.0,1,0,0,1.0,no,2,3,0
171,高橋 健太,0.0,1.0,43,男,専門医,GP&HP,1200,,9.0,7.0,0.0,0.0,1.0,1.0,1,3,1,4.0,no,2,6,0
172,中村 彩,0.0,1.0,43,女,専門医,GP,1100,3.0,12.0,6.0,1.0,1.0,1.0,0.0,1,2,1,5.0,no,1,1,0
173,渡辺 太郎,0.0,1.0,58,男,専門医ではない,GP,1500,0.0,4.0,20.0,0.0,0.0,2.0,1.0,0,0,2,3.0,no,5,2,0
174,鈴木 一郎,1.0,1.0,31,男,専門医ではない,GP&HP,1300,1.0,7.0,7.0,1.0,0.0,0.0,0.0,2,1,1,1.0,no,3,3,0
175,伊藤 美咲,0.0,0.0,35,女,専門医ではない,HP,1900,8.0,2.0,6.0,1.0,1.0,0.0,0.0,1,0,0,5.0,no,2,0,0
176,佐藤 健太,0.0,,54,男,専門医ではない,GP&HP,1300,17.0,5.0,12.0,1.0,0.0,1.0,0.0,0,0,1,9.0,no,4,4,0
177,渡辺 結衣,0.0,1.0,30,男,専門医ではない,GP,1200,2.0,6.0,7.0,1.0,1.0,2.0,0.0,1,0,2,6.0,no,3,0,0
178,渡辺 彩,0.0,1.0,46,男,専門医ではない,GP,1400,4.0,5.0,11.0,0.0,0.0,0.0,0.0,0,17,0,6.0,no,4,3,1
179,伊藤 大輔,0.0,0.0,55,男,専門医ではない,HP,1500,2.0,8.0,7.0,1.0,1.0,0.0,0.0,2,0,13,,no,3,4,0
180,中村 彩,0.0,1.0,32,男,専門医ではない,HP,1300,5.0,4.0,5.0,0.0,0.0,1.0,0.0,0,0,1,14.0,no,4,2,0
181,高橋 翔,0.0,0.0,45,男,専門医,HP,1800,3.0,11.0,12.0,1.0,1.0,1.0,0.0,0,0,1,10.0,no,3,2,0
182,加藤 一郎,0.0,0.0,68,男,専門医ではない,GP&HP,1600,2.0,2.0,10.0,1.0,0.0,1.0,0.0,2,1,1,7.0,no,1,6,0
183,鈴木 優子,0.0,1.0,35,女,専門医ではない,GP,1700,2.0,13.0,15.0,1.0,1.0,0.0,0.0,2,0,0,1.0,no,6,4,1
184,田中 彩,0.0,1.0,68,男,専門医,GP&HP,1300,6.0,3.0,15.0,1.0,1.0,3.0,0.0,1,0,1,11.0,no,3,4,0
185,中村 翔,0.0,1.0,30,男,専門医ではない,HP,2200,1.0,6.0,16.0,0.0,0.0,1.0,0.0,0,0,0,3.0,no,4,5,0
186,田中 美咲,0.0,0.0,65,男,専門医ではない,HP,2100,9.0,7.0,26.0,0.0,0.0,0.0,0.0,1,1,1,4.0,yes,2,2,1
187,佐藤 太郎,0.0,0.0,58,女,専門医ではない,HP,1200,4.0,5.0,7.0,1.0,0.0,1.0,0.0,0,1,0,6.0,no,3,0,1
188,小林 大輔,,0.0,32,男,専門医,GP,1200,0.0,3.0,16.0,0.0,1.0,1.0,0.0,2,0,1,3.0,no,3,2,0
189,山本 一郎,0.0,1.0,33,男,専門医ではない,GP,1300,0.0,3.0,12.0,1.0,0.0,1.0,0.0,2,0,1,3.0,no,3,4,0
190,佐藤 健太,0.0,1.0,76,男,専門医,GP,2200,7.0,4.0,17.0,1.0,1.0,1.0,0.0,2,1,0,4.0,yes,1,2,1
191,田中 健太,0.0,0.0,47,男,専門医,GP&HP,1200,1.0,7.0,14.0,0.0,0.0,1.0,0.0,2,2,1,8.0,no,8,2,0
192,加藤 彩,0.0,1.0,70,男,専門医,GP&HP,1300,5.0,2.0,5.0,2.0,0.0,0.0,0.0,1,1,0,4.0,no,3,7,0
193,佐藤 健太,0.0,0.0,65,男,専門医,GP,1300,6.0,4.0,15.0,0.0,1.0,1.0,0.0,1,2,0,8.0,yes,6,5,0
194,小林 大輔,0.0,1.0,62,女,専門医ではない,GP&HP,1400,2.0,8.0,9.0,0.0,1.0,0.0,0.0,0,0,3,1.0,no,5,5,0
195,加藤 翔,0.0,0.0,71,男,専門医ではない,HP,1700,0.0,9.0,24.0,0.0,0.0,0.0,0.0,0,3,1,1.0,yes,2,7,0
196,鈴木 大輔,0.0,,77,男,専門医ではない,GP,1400,14.0,8.0,9.0,0.0,0.0,,0.0,2,3,1,8.0,yes,2,2,0
197,山本 翔,0.0,1.0,50,男,専門医ではない,GP&HP,2100,9.0,4.0,6.0,1.0,2.0,1.0,0.0,0,2,1,4.0,no,6,3,0
198,山本 彩,0.0,2.0,42,男,専門医ではない,HP,2300,4.0,11.0,3.0,0.0,1.0,0.0,0.0,0,0,2,1.0,no,4,6,0
199,伊藤 翔,0.0,1.0,62,女,専門医,GP,2500,3.0,17.0,13.0,0.0,1.0,1.0,1.0,0,0,0,0.0,yes,2,0,1
200,鈴木 彩,0.0,1.0,57,男,専門医ではない,GP,2500,5.0,7.0,21.0,0.0,0.0,1.0,0.0,1,0,2,1.0,no,2,3,0
201,田中 美咲,0.0,1.0,45,男,専門医ではない,GP&HP,1200,4.0,6.0,17.0,1.0,1.0,0.0,0.0,0,0,0,5.0,no,1,5,0
202,伊藤 太郎,0.0,0.0,76,男,専門医ではない,HP,1600,3.0,11.0,19.0,0.0,0.0,1.0,1.0,1,0,0,4.0,yes,2,0,0
203,田中 一郎,0.0,1.0,63,男,専門医ではない,HP,1500,2.0,8.0,14.0,1.0,1.0,0.0,1.0,1,0,1,2.0,no,5,2,1
204,山本 花子,0.0,0.0,58,男,専門医ではない,HP,1700,10.0,19.0,27.0,1.0,0.0,1.0,0.0,0,2,0,8.0,no,6,7,1
205,伊藤 一郎,0.0,0.0,65,男,専門医ではない,GP,1500,6.0,1.0,11.0,0.0,0.0,0.0,0.0,0,0,2,7.0,no,2,4,0
206,山本 翔,,0.0,36,男,専門医ではない,GP&HP,1200,3.0,6.0,17.0,1.0,0.0,0.0,0.0,0,1,0,8.0,yes,3,2,0
207,中村 健太,0.0,1.0,54,男,専門医,HP,4300,12.0,5.0,2.0,1.0,2.0,0.0,0.0,0,0,0,,no,3,4,1
208,伊藤 太郎,1.0,1.0,58,男,専門医ではない,GP&HP,1900,3.0,3.0,20.0,0.0,1.0,0.0,1.0,0,1,2,5.0,no,4,3,0
209,中村 大輔,0.0,1.0,40,女,専門医ではない,GP,1400,4.0,2.0,2.0,0.0,1.0,0.0,0.0,2,0,0,7.0,no,3,1,0
210,田中 優子,0.0,1.0,63,男,専門医ではない,GP,1600,2.0,3.0,8.0,1.0,0.0,0.0,0.0,1,1,1,9.0,yes,3,5,0
211,小林 彩,0.0,1.0,55,女,専門医ではない,GP,1700,4.0,2.0,10.0,1.0,1.0,1.0,0.0,0,1,1,12.0,yes,1,4,0
212,高橋 美咲,0.0,1.0,60,女,専門医ではない,HP,2100,0.0,5.0,10.0,1.0,0.0,1.0,0.0,0,0,1,3.0,no,2,2,1
213,鈴木 太郎,0.0,0.0,66,男,専門医,GP&HP,1600,4.0,4.0,14.0,0.0,1.0,1.0,0.0,0,0,0,2.0,no,6,1,0
214,佐藤 美咲,1.0,,32,女,専門医,GP&HP,3100,4.0,9.0,12.0,1.0,0.0,0.0,0.0,0,3,1,4.0,no,6,2,0
215,伊藤 大輔,1.0,1.0,64,男,専門医ではない,GP,1500,5.0,13.0,11.0,0.0,1.0,1.0,0.0,1,1,1,3.0,no,3,4,1
216,伊藤 大輔,0.0,1.0,54,男,専門医ではない,GP,1400,12.0,6.0,12.0,1.0,1.0,0.0,0.0,4,0,0,2.0,no,4,2,1
217,田中 彩,0.0,2.0,74,男,専門医ではない,HP,3200,1.0,4.0,8.0,1.0,1.0,1.0,1.0,0,0,0,3.0,no,2,3,0
218,伊藤 彩,0.0,0.0,76,男,専門医,HP,1500,3.0,2.0,5.0,0.0,1.0,0.0,1.0,2,0,2,4.0,no,2,0,1
219,中村 一郎,0.0,1.0,59,女,専門医ではない,GP,2400,3.0,5.0,7.0,0.0,1.0,2.0,1.0,0,1,1,6.0,no,1,2,0
220,佐藤 彩,0.0,1.0,39,男,専門医ではない,GP&HP,1600,7.0,2.0,13.0,0.0,1.0,1.0,0.0,0,0,4,9.0,no,3,1,1
221,山本 大輔,0.0,1.0,45,男,専門医ではない,HP,1100,1.0,3.0,16.0,0.0,1.0,1.0,0.0,3,1,0,3.0,no,3,5,0
222,渡辺 翔,0.0,,34,男,専門医,GP&HP,1300,4.0,9.0,17.0,0.0,0.0,0.0,0.0,3,0,1,4.0,no,4,4,0
223,中村 彩,0.0,1.0,68,男,専門医ではない,HP,1500,4.0,5.0,20.0,0.0,0.0,0.0,0.0,1,0,1,4.0,no,2,4,0
224,高橋 大輔,0.0,1.0,38,男,専門医ではない,GP,1900,1.0,5.0,13.0,0.0,1.0,1.0,0.0,1,1,1,0.0,no,8,4,0
225,小林 優子,0.0,1.0,43,男,専門医ではない,HP,1200,6.0,1.0,7.0,0.0,0.0,1.0,0.0,0,0,0,1.0,no,3,3,0
226,山本 太郎,0.0,1.0,72,女,専門医ではない,HP,1700,3.0,17.0,11.0,1.0,0.0,0.0,0.0,0,0,0,8.0,no,2,2,0
227,渡辺 彩,0.0,1.0,52,男,専門医ではない,HP,1100,6.0,8.0,8.0,0.0,0.0,1.0,0.0,0,1,0,4.0,no,2,2,0
228,伊藤 大輔,1.0,0.0,52,男,専門医ではない,GP&HP,1600,1.0,7.0,23.0,1.0,0.0,0.0,0.0,1,3,0,2.0,no,4,1,0
229,小林 彩,0.0,0.0,32,男,専門医ではない,GP,1400,0.0,0.0,30.0,1.0,2.0,0.0,1.0,0,1,0,6.0,yes,4,5,0
230,伊藤 美咲,0.0,1.0,65,男,専門医,GP,1700,11.0,0.0,13.0,,1.0,0.0,0.0,1,0,0,8.0,no,2,4,0
231,高橋 翔,0.0,0.0,42,男,専門医ではない,GP,1200,4.0,26.0,11.0,0.0,0.0,0.0,1.0,1,1,2,4.0,no,2,4,0
232,佐藤 翔,1.0,,40,男,専門医ではない,GP,1200,2.0,4.0,10.0,1.0,0.0,0.0,0.0,0,2,1,5.0,no,3,2,0
233,加藤 大輔,0.0,1.0,52,男,専門医ではない,GP,1400,1.0,5.0,25.0,,0.0,0.0,0.0,1,0,7,2.0,no,3,5,0
234,渡辺 一郎,0.0,0.0,74,男,専門医ではない,GP,1100,0.0,10.0,11.0,2.0,1.0,0.0,0.0,0,3,0,1.0,yes,2,3,0
235,中村 翔,1.0,1.0,53,女,専門医ではない,GP,1500,6.0,12.0,11.0,0.0,0.0,0.0,0.0,0,0,0,6.0,no,9,3,1
236,佐藤 優子,0.0,0.0,43,女,専門医,GP,1300,8.0,4.0,5.0,0.0,2.0,1.0,0.0,4,1,1,5.0,yes,5,1,1
237,田中 結衣,0.0,1.0,63,男,専門医ではない,GP,1200,2.0,14.0,13.0,0.0,0.0,0.0,0.0,0,2,0,2.0,yes,3,0,0
238,中村 彩,0.0,1.0,52,男,専門医ではない,GP,1200,5.0,8.0,11.0,1.0,0.0,1.0,0.0,1,1,2,3.0,no,3,3,0
239,渡辺 大輔,0.0,,29,男,専門医ではない,GP&HP,1200,6.0,8.0,13.0,0.0,1.0,0.0,0.0,0,0,0,6.0,yes,6,3,1
240,伊藤 優子,0.0,2.0,73,男,専門医ではない,GP,2500,3.0,4.0,18.0,0.0,1.0,0.0,0.0,1,3,1,2.0,no,2,5,0
241,鈴木 大輔,0.0,1.0,50,男,専門医ではない,GP&HP,1700,4.0,4.0,10.0,0.0,1.0,0.0,0.0,0,1,7,11.0,no,4,2,0
242,渡辺 大輔,0.0,2.0,37,男,専門医,HP,1900,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0,1,0,5.0,yes,3,0,0
243,小林 結衣,0.0,0.0,54,男,専門医ではない,GP&HP,2700,5.0,9.0,4.0,1.0,1.0,0.0,0.0,0,0,1,10.0,no,4,4,0
244,山本 一郎,0.0,1.0,29,男,専門医ではない,GP,2400,4.0,0.0,16.0,1.0,0.0,0.0,0.0,1,0,0,1.0,yes,10,9,1
245,中村 健太,0.0,,68,男,専門医ではない,HP,1300,3.0,5.0,9.0,0.0,0.0,0.0,0.0,0,0,1,4.0,yes,1,1,0
246,渡辺 太郎,1.0,0.0,53,男,専門医ではない,GP&HP,1300,11.0,0.0,10.0,0.0,0.0,0.0,0.0,0,0,2,8.0,no,4,2,0
247,佐藤 花子,0.0,1.0,44,女,専門医ではない,HP,1600,6.0,0.0,5.0,1.0,0.0,1.0,0.0,2,2,6,6.0,no,3,2,0
248,加藤 花子,0.0,1.0,68,男,専門医ではない,GP&HP,1100,2.0,14.0,9.0,2.0,0.0,1.0,0.0,2,1,0,5.0,no,5,2,0
249,加藤 一郎,0.0,1.0,29,男,専門医ではない,GP,1100,1.0,6.0,21.0,1.0,0.0,0.0,0.0,1,0,0,3.0,no,2,1,1
250,伊藤 彩,0.0,0.0,74,男,専門医ではない,HP,1300,4.0,13.0,9.0,1.0,0.0,1.0,0.0,0,1,0,1.0,no,2,2,0
251,中村 花子,1.0,1.0,46,男,専門医,GP&HP,2100,8.0,9.0,7.0,1.0,0.0,0.0,0.0,0,2,1,3.0,no,2,3,1
252,田中 翔,0.0,0.0,35,男,専門医ではない,HP,1000,4.0,23.0,11.0,0.0,1.0,1.0,0.0,1,3,1,7.0,no,3,3,0
253,伊藤 結衣,0.0,0.0,53,男,専門医ではない,GP&HP,2200,1.0,3.0,2.0,0.0,0.0,0.0,1.0,2,0,0,6.0,no,4,1,0
254,中村 美咲,0.0,0.0,29,男,専門医,HP,1900,5.0,5.0,21.0,0.0,0.0,1.0,0.0,1,1,1,2.0,no,1,3,0
255,小林 一郎,0.0,1.0,71,男,専門医ではない,GP,3500,4.0,7.0,10.0,1.0,0.0,1.0,0.0,1,1,2,8.0,no,2,1,0
256,佐藤 太郎,0.0,1.0,43,男,専門医ではない,HP,1500,3.0,4.0,8.0,0.0,0.0,0.0,0.0,1,1,0,2.0,yes,2,2,0
257,高橋 彩,,0.0,33,男,専門医ではない,HP,2000,1.0,2.0,19.0,0.0,0.0,1.0,1.0,0,1,1,8.0,no,1,3,0
258,高橋 健太,0.0,2.0,56,男,専門医ではない,HP,1700,5.0,10.0,6.0,1.0,1.0,1.0,1.0,2,3,0,2.0,yes,4,4,1
259,鈴木 健太,1.0,0.0,65,男,専門医,GP&HP,3400,1.0,1.0,19.0,1.0,0.0,1.0,0.0,1,0,0,7.0,no,3,2,1
260,高橋 太郎,0.0,1.0,60,男,専門医ではない,GP&HP,1100,11.0,3.0,8.0,1.0,0.0,1.0,0.0,0,2,1,14.0,no,4,3,0
261,高橋 大輔,0.0,0.0,55,男,専門医ではない,GP&HP,1100,3.0,4.0,12.0,1.0,2.0,1.0,0.0,1,1,0,2.0,no,3,1,0
262,佐藤 優子,0.0,0.0,31,男,専門医,GP,2500,9.0,4.0,20.0,1.0,0.0,2.0,0.0,1,1,0,1.0,no,4,4,0
263,渡辺 美咲,0.0,1.0,51,男,専門医ではない,GP&HP,2000,1.0,11.0,22.0,0.0,2.0,1.0,0.0,4,2,0,4.0,yes,3,2,1
264,佐藤 翔,0.0,1.0,56,男,専門医ではない,GP,2700,1.0,1.0,36.0,1.0,1.0,1.0,0.0,8,0,2,2.0,yes,6,7,0
265,山本 結衣,,,45,男,専門医,GP&HP,1700,3.0,21.0,4.0,1.0,0.0,1.0,0.0,0,0,1,5.0,no,4,3,0
266,佐藤 花子,0.0,1.0,55,男,専門医ではない,GP,1100,3.0,2.0,7.0,1.0,1.0,0.0,1.0,7,0,1,6.0,no,4,7,0
267,小林 優子,0.0,,54,男,専門医ではない,HP,1600,1.0,14.0,12.0,0.0,1.0,0.0,0.0,1,1,3,1.0,no,4,2,0
268,鈴木 結衣,0.0,0.0,31,男,専門医ではない,GP,2000,3.0,11.0,4.0,1.0,1.0,1.0,0.0,2,1,1,3.0,no,2,2,0
269,高橋 太郎,,0.0,46,男,専門医ではない,HP,1100,2.0,5.0,14.0,,1.0,0.0,0.0,0,0,0,2.0,no,4,7,0
270,佐藤 結衣,0.0,1.0,51,男,専門医ではない,GP,2100,6.0,10.0,19.0,2.0,1.0,0.0,0.0,2,0,1,2.0,no,4,3,0
271,加藤 美咲,0.0,0.0,51,男,専門医ではない,HP,2300,4.0,7.0,7.0,2.0,1.0,1.0,0.0,2,0,0,10.0,no,2,1,1
272,佐藤 太郎,0.0,2.0,55,男,専門医ではない,GP,3000,2.0,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,7.0,no,3,1,0
273,高橋 大輔,0.0,0.0,47,男,専門医ではない,GP,2100,3.0,1.0,17.0,0.0,1.0,0.0,0.0,1,1,1,4.0,no,2,0,0
274,加藤 結衣,0.0,0.0,55,女,専門医ではない,GP,1100,4.0,5.0,10.0,1.0,1.0,1.0,0.0,0,1,1,12.0,no,3,4,0
275,田中 健太,0.0,0.0,59,女,専門医ではない,GP,2500,4.0,14.0,12.0,0.0,0.0,1.0,0.0,0,2,0,1.0,yes,2,6,0
276,田中 花子,0.0,0.0,69,男,専門医ではない,GP&HP,1800,4.0,13.0,13.0,1.0,0.0,0.0,0.0,1,1,0,16.0,no,2,4,0
277,鈴木 健太,0.0,0.0,30,男,専門医ではない,GP,1500,0.0,6.0,4.0,0.0,1.0,0.0,0.0,3,0,1,17.0,no,2,4,0
278,中村 一郎,0.0,1.0,76,女,専門医ではない,GP,1300,2.0,11.0,11.0,0.0,1.0,1.0,0.0,0,0,0,3.0,no,2,2,0
279,田中 翔,1.0,0.0,58,女,専門医ではない,GP&HP,1300,1.0,4.0,6.0,0.0,1.0,1.0,0.0,2,0,0,4.0,no,5,4,0
280,渡辺 彩,0.0,0.0,36,女,専門医ではない,HP,2600,5.0,5.0,8.0,1.0,1.0,1.0,0.0,1,1,1,1.0,yes,6,2,0
281,鈴木 優子,0.0,1.0,44,男,専門医ではない,GP,1100,11.0,7.0,3.0,0.0,1.0,1.0,0.0,0,0,2,7.0,no,4,0,0
282,山本 彩,0.0,1.0,72,男,専門医ではない,HP,1700,7.0,1.0,20.0,1.0,1.0,0.0,0.0,0,0,2,1.0,no,2,2,0
283,佐藤 翔,0.0,1.0,63,男,専門医ではない,HP,1800,2.0,1.0,8.0,1.0,4.0,0.0,0.0,1,0,1,6.0,yes,0,3,1
284,中村 優子,0.0,1.0,60,男,専門医ではない,GP,1700,1.0,15.0,17.0,1.0,1.0,0.0,0.0,0,4,2,3.0,no,2,4,1
285,佐藤 優子,0.0,2.0,47,男,専門医,GP&HP,1400,0.0,2.0,14.0,0.0,0.0,0.0,0.0,3,0,0,1.0,no,3,4,0
286,田中 太郎,0.0,1.0,28,男,専門医ではない,HP,2800,2.0,4.0,2.0,0.0,1.0,0.0,0.0,0,2,1,8.0,no,2,5,0
287,小林 優子,0.0,0.0,34,男,専門医ではない,GP&HP,1200,6.0,3.0,7.0,0.0,0.0,,0.0,1,0,0,3.0,no,2,3,0
288,小林 結衣,0.0,0.0,41,男,専門医ではない,HP,2100,9.0,5.0,9.0,1.0,0.0,0.0,0.0,1,3,2,4.0,no,2,1,1
289,伊藤 花子,0.0,0.0,39,男,専門医ではない,GP&HP,2000,10.0,11.0,8.0,1.0,0.0,0.0,0.0,1,1,0,7.0,no,1,1,0
290,伊藤 美咲,1.0,0.0,38,男,専門医,GP&HP,1600,2.0,13.0,9.0,1.0,0.0,1.0,0.0,0,1,1,13.0,no,2,0,0
291,鈴木 太郎,0.0,1.0,46,男,専門医ではない,HP,2500,6.0,19.0,14.0,0.0,0.0,1.0,1.0,1,0,1,14.0,no,2,3,1
292,渡辺 一郎,0.0,1.0,54,男,専門医ではない,HP,2000,2.0,9.0,6.0,1.0,1.0,0.0,0.0,1,0,0,8.0,no,3,1,0
293,山本 一郎,0.0,0.0,75,男,専門医ではない,GP,1400,3.0,1.0,10.0,0.0,1.0,0.0,0.0,2,4,1,5.0,no,2,1,0
294,加藤 健太,0.0,1.0,73,男,専門医,GP,1300,1.0,10.0,12.0,0.0,1.0,1.0,0.0,2,0,1,7.0,no,3,0,0
295,伊藤 健太,0.0,,52,男,専門医ではない,GP,1300,1.0,1.0,24.0,2.0,0.0,0.0,0.0,1,0,0,4.0,no,3,4,0
296,高橋 太郎,0.0,0.0,68,女,専門医ではない,HP,2200,6.0,18.0,9.0,1.0,0.0,1.0,0.0,0,2,0,6.0,no,5,5,0
297,高橋 優子,1.0,,68,男,専門医ではない,HP,1300,17.0,3.0,15.0,0.0,1.0,1.0,0.0,0,1,0,9.0,no,2,2,1
298,鈴木 健太,0.0,1.0,65,男,専門医ではない,HP,1500,6.0,3.0,29.0,1.0,1.0,1.0,0.0,1,6,4,6.0,no,1,4,1
299,佐藤 大輔,0.0,0.0,46,男,専門医ではない,HP,1000,2.0,1.0,31.0,1.0,0.0,1.0,0.0,1,2,1,8.0,no,1,1,0
300,渡辺 花子,0.0,0.0,71,男,専門医ではない,GP&HP,1900,2.0,1.0,15.0,1.0,1.0,0.0,0.0,1,0,1,9.0,no,2,1,0
301,渡辺 翔,0.0,0.0,37,男,専門医ではない,HP,1400,12.0,5.0,14.0,1.0,0.0,1.0,0.0,7,0,0,1.0,yes,2,1,0
302,渡辺 大輔,0.0,0.0,73,男,専門医ではない,HP,1400,3.0,1.0,16.0,0.0,1.0,1.0,0.0,1,1,0,4.0,no,3,2,0
303,伊藤 太郎,0.0,0.0,55,男,専門医ではない,GP&HP,1400,3.0,5.0,8.0,0.0,1.0,0.0,0.0,0,0,0,1.0,yes,2,1,0
304,加藤 結衣,0.0,0.0,30,男,専門医,GP&HP,1300,5.0,3.0,9.0,1.0,2.0,1.0,0.0,0,0,0,5.0,no,3,1,0
305,山本 花子,0.0,0.0,76,男,専門医ではない,GP,2200,12.0,9.0,10.0,0.0,1.0,1.0,0.0,0,0,0,3.0,yes,6,4,1
306,鈴木 彩,0.0,1.0,68,男,専門医,HP,2000,0.0,9.0,8.0,1.0,0.0,1.0,1.0,0,1,1,5.0,yes,3,1,0
307,加藤 大輔,0.0,0.0,33,女,専門医ではない,GP,1100,2.0,7.0,8.0,1.0,1.0,1.0,0.0,2,1,0,0.0,no,2,2,0
308,佐藤 彩,0.0,1.0,31,女,専門医ではない,GP,1300,6.0,1.0,8.0,2.0,0.0,0.0,0.0,2,0,0,1.0,no,2,1,0
309,山本 太郎,0.0,1.0,65,男,専門医ではない,GP&HP,2600,16.0,6.0,20.0,1.0,1.0,1.0,0.0,0,1,0,5.0,no,5,2,0
310,高橋 健太,0.0,0.0,76,女,専門医ではない,GP,1700,6.0,1.0,18.0,1.0,0.0,2.0,0.0,0,3,1,5.0,no,1,1,0
311,鈴木 彩,0.0,,59,男,専門医ではない,GP,2000,1.0,11.0,4.0,1.0,1.0,0.0,1.0,1,1,0,2.0,yes,1,3,0
312,渡辺 優子,0.0,1.0,66,女,専門医ではない,HP,1300,1.0,6.0,18.0,0.0,1.0,1.0,0.0,2,0,0,8.0,no,2,7,1
313,渡辺 彩,0.0,1.0,37,男,専門医ではない,HP,2600,7.0,9.0,1.0,1.0,0.0,1.0,0.0,0,0,1,2.0,no,1,3,0
314,加藤 優子,1.0,0.0,63,男,専門医,GP,1700,4.0,16.0,3.0,0.0,0.0,0.0,0.0,1,1,2,4.0,yes,2,1,1
315,加藤 彩,0.0,1.0,48,男,専門医ではない,GP&HP,1500,7.0,10.0,24.0,1.0,0.0,1.0,0.0,2,0,0,1.0,no,2,2,0
316,小林 健太,0.0,1.0,37,女,専門医ではない,HP,1900,6.0,12.0,13.0,1.0,1.0,1.0,0.0,1,0,0,3.0,no,2,2,0
317,渡辺 一郎,1.0,0.0,62,男,専門医ではない,HP,1800,1.0,9.0,18.0,1.0,1.0,0.0,0.0,0,0,1,1.0,no,3,2,0
318,山本 大輔,0.0,0.0,58,男,専門医ではない,HP,1200,5.0,1.0,15.0,0.0,0.0,0.0,0.0,1,1,0,4.0,no,3,2,0
319,高橋 花子,0.0,1.0,73,男,専門医,GP&HP,1200,3.0,4.0,5.0,1.0,1.0,0.0,0.0,0,0,1,7.0,yes,2,4,0
320,渡辺 美咲,0.0,1.0,65,男,専門医,GP,2000,3.0,12.0,4.0,0.0,0.0,1.0,0.0,0,3,0,2.0,yes,2,1,0
321,高橋 花子,0.0,1.0,36,男,専門医ではない,GP&HP,1900,2.0,9.0,14.0,0.0,0.0,0.0,0.0,3,0,1,1.0,yes,10,3,0
322,田中 美咲,1.0,0.0,66,女,専門医ではない,GP,1400,4.0,9.0,5.0,0.0,0.0,0.0,0.0,1,3,0,3.0,no,4,1,0
323,加藤 美咲,0.0,1.0,29,女,専門医,GP,1400,5.0,1.0,7.0,0.0,0.0,0.0,0.0,1,1,1,5.0,no,3,3,0
324,高橋 翔,0.0,0.0,68,男,専門医ではない,HP,2000,0.0,2.0,17.0,1.0,0.0,0.0,0.0,0,1,9,5.0,no,4,4,0
325,中村 大輔,0.0,0.0,47,男,専門医ではない,GP,1100,1.0,5.0,18.0,1.0,0.0,0.0,0.0,3,0,1,5.0,yes,2,1,0
326,中村 優子,1.0,0.0,69,男,専門医ではない,GP,2900,7.0,8.0,9.0,1.0,1.0,1.0,0.0,0,1,1,4.0,no,2,4,0
327,伊藤 一郎,0.0,1.0,29,男,専門医,HP,1500,2.0,10.0,17.0,1.0,1.0,0.0,0.0,1,3,1,1.0,no,3,3,1
328,小林 大輔,0.0,0.0,60,男,専門医ではない,GP,1500,2.0,11.0,22.0,0.0,0.0,0.0,0.0,0,0,1,2.0,no,4,3,0
329,高橋 美咲,0.0,1.0,40,男,専門医ではない,GP&HP,3000,8.0,2.0,8.0,0.0,0.0,0.0,0.0,2,1,1,5.0,yes,3,1,0
330,佐藤 太郎,0.0,0.0,67,女,専門医ではない,GP,1000,5.0,13.0,18.0,0.0,0.0,1.0,0.0,1,1,1,3.0,no,5,6,0
331,中村 一郎,0.0,,76,男,専門医ではない,HP,1400,6.0,1.0,26.0,0.0,0.0,1.0,0.0,0,0,0,2.0,no,4,3,0
332,高橋 健太,0.0,1.0,39,男,専門医ではない,GP,1600,1.0,5.0,10.0,1.0,0.0,0.0,0.0,1,0,0,3.0,yes,1,3,0
333,小林 太郎,0.0,0.0,74,男,専門医,GP,1600,8.0,5.0,13.0,0.0,0.0,0.0,0.0,0,0,3,2.0,no,2,1,0
